date,news
2023-09-05,"['A few prominent companies that offer 3G and 4G devices in the market are Amazon.com Inc., Apple Inc., ASUSTeK Computer Inc., Bharti Airtel Ltd., Digi International Inc., Hexagon AB, Huawei Technologies Co.', 'Company Offerings -\n\nAmazon.com Inc. - The company offers 3G and 4G devices such as Amazon basics 4G LTE wifi single band dongle with all sim support, and Amazon basics 4G LTE wifi USB dongle stick with all sim support.', 'South America, and the Middle East and Africa Performing market contribution APAC at 38% Key countries US, China, South Korea, Taiwan, Japan, Canada, Mexico, Italy, Spain, India, Japan, Australia, and South Korea Competitive landscape Leading Companies, Market Positioning of Companies, Competitive Strategies, and Industry Risks Key companies profiled Amazon.com', 'Inc., Apple Inc., ASUSTeK Computer Inc., Bharti Airtel Ltd., Digi International Inc., Hexagon AB, Huawei Technologies Co.', 'The Federal Trade Commission is set to file an antitrust lawsuit against Amazon.com Inc. AMZN, -0.62% in September after the two sides could not reach a settlement over antitrust claims, according to a Wall Street Journal report, citing people familiar with the matter.', '(Bloomberg) -- The Federal Trade Commission is likely to sue Amazon.com Inc. later this month, capping a four-year antitrust investigation into the company, people familiar with the matter said Tuesday.']"
2023-09-06,"['Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nSynopsys, Inc. (SNPS) : Free Stock Analysis Report\n\nMercadoLibre, Inc. (MELI) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research', 'Clark joined Flexport in September last year after a long career at Amazon.com (NASDAQ: ). He officially became CEO in March this year, replacing founder Ryan Petersen, who transitioned to the role of executive chairman.', 'Amazon.com, Inc. in establishing that donations are in fact, free speech in that they communicate an idea or purpose.']"
2023-09-07,"['Amazon.com Inc. Chief Executive Officer Andy Jassy has amped up his RTO rhetoric, telling staff who refuse to comply with the company’s mandate for in-office work three-days-a-week that “it’s probably not going to work out for you,” according to an Insider report.', 'Indeed, Amazon.com Inc. considered rescuing Argo last year before a faltering economy caused on the online retailer to retrench.\n\nNow Masayoshi Son’s SoftBank sees new opportunity in backing Stack AV to help solve the logistics and supply chain issues that emerged during the pandemic as more consumers turned to online commerce.', 'Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research']"
2023-09-08,"['Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nMicrosoft Corporation (MSFT) : Free Stock Analysis Report\n\nAlphabet Inc. (GOOGL) : Free Stock Analysis Report\n\nMeta Platforms, Inc. (META) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research', 'SHOP stock gapped above its 50-day line on Aug. 31 on news of an expanded partnership with Amazon.com (AMZN). On Friday, shares closed below the low of the gap up.\n\nPATH stock surged 16.3% last week to 18.48, fueled by strong earnings and a buyback plan.', '., The Magnificent 7: Apple Inc. ( AAPL, Financial); Microsoft Corp. ( MSFT, Financial); Alphabet Inc. ( GOOGL, Financial); Amazon.com, Inc. ( AMZN, Financial); NVIDIA Corp. ( NVDA, Financial); Tesla, Inc. ( TSLA, Financial); and Meta Platforms, Inc. ( META, Financial)) have contributed to a significant portion of the year’s gains – the average Magnificent']"
2023-09-09,"['Cannabis Sales Top $5B In Massachusetts Driven By Record-Breaking Monthly Purchases, No Signs Of Slowing - Altria Group (NYSE:MO), Amazon.com (NASDAQ:AMZN)', 'SHOP stock gapped above its 50-day line on Aug. 31 on news of an expanded partnership with Amazon.com (AMZN). On Friday, shares closed below the low of the gap up.\n\nPATH stock surged 16.3% last week to 18.48, fueled by strong earnings and a buyback plan.', 'Amazon.com, Inc. (NASDAQ:AMZN) is another mega-company that has created wealth for its owners. Jeff Bezos, the third richest person in the world as of 2023, has made Amazon.com, Inc. (NASDAQ:AMZN) a global success, supporting economies through its e-commerce platform. Amazon.com, Inc.', '(NASDAQ:AMZN) is operating in more than 50 countries, offering e-commerce services to consumers, and business opportunities for online sellers. Thousands of Amazon.com sellers became millionaires by selling products on the e-commerce platform.', ""On February 10, 2022, Jungle Scout posted that 19% of their 5,000 respondents made more than $1 million in sales on Amazon.com, Inc. (NASDAQ:AMZN) from new businesses, and 58% of those respondents sellers reached $1 million in sales in less than five years. Jungle Scout's 2023 report highlights that 89% of Amazon.com, Inc."", '(NASDAQ:AMZN) sellers are profitable, and despite an increase in costs, more than 37% of sellers generated higher profits in 2022. Amazon.com, Inc. (NASDAQ:AMZN) is also the fifth biggest public company in the world. As per Amazon.com, the company has created more jobs in the U.S. than any other company over the last decade.', ""Since 2021, Amazon.com, Inc. (NASDAQ:AMZN) has invested nearly $530 billion, including investments in infrastructure and employee compensation. On top of that, the company's investments have supported around 1.6 million indirect jobs in the hospitality and construction industries.\n\nBillionaires' companies are key to the global economy."", '(NYSE:WMT), Amazon.com, Inc. (NASDAQ:AMZN), LVMH Moet Hennessy Louis Vuitton SE (EPA:MC), and Tesla Inc. (NASDAQ:TSLA) are massively contributing to their local as well as global economies.\n\n29. Iran\n\nWealth Per Capita (2022): $51,147\n\nDespite global sanctions, Iran has built its economy on its own.', '(NYSE:WMT), Amazon.com, Inc. (NASDAQ:AMZN), LVMH Moet Hennessy Louis Vuitton SE (EPA:MC), and Tesla Inc. (NASDAQ:TSLA).\n\nClick to continue reading and see 5 Wealthiest Countries by Per Capita Net Worth. Suggested articles:\n\nDisclosure: None. 30 Wealthiest Countries by Per Capita Net Worth is originally published on Insider Monkey.']"
2023-09-10,"['Those potential gains, however, will largely depend on results from Amazon.com Inc. AMZN, +0.28% , Meta Platforms Inc. META, -0.26% and Alphabet Inc. GOOG, +0.73% GOOGL, +0.83% — outsized companies with outsized influence on markets and S&P 500 company financials overall.']"
2023-09-11,"['Amazon.com Inc.’s stock secured its highest close in more than a year Monday as enthusiasm continues to build for the e-commerce giant’s potential to improve the financial performance of its retail business.', 'The tech-heavy Nasdaq led the U.S. equities rally, gaining 1.1%, with electric automaker Tesla Inc and Amazon.com providing the biggest lift to the upside.\n\nThe S&P 500 and the Dow rose by 0.7% and 0.3%, respectively.', 'Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nNVIDIA Corporation (NVDA) : Free Stock Analysis Report\n\nOracle Corporation (ORCL) : Free Stock Analysis Report\n\nAdobe Inc. (ADBE) : Free Stock Analysis Report\n\nLennar Corporation (LEN) : Free Stock Analysis Report\n\nTesla, Inc.']"
2023-09-12,"[""Cloud-computing heavyweights Amazon.com and Microsoft each fell more than 1%, pressured by Oracle's weak forecast and by a rise in US Treasury yields.\n\nOil prices jumped more than 1%, building on a recent rally and stoking worries that sticky inflation could mean US interest rates stay higher longer in the aftermath of strong economic data."", '., AAPL, -1.47% one of the year’s so-called magnificent seven stocks, along with Amazon.com AMZN, -1.05% , Google-parent Alphabet GOOGL, -0.74% , Meta Platforms META, -1.84% , Microsoft MSFT, -1.54% , Nvidia NVDA, +0.13% or Tesla. TSLA, -2.03% , which have been driving the S&P 500 index’s SPX near 17% gain on the year through Tuesday.', 'Morgan Stanley analysts compared the potential of Dojo at Tesla to the “same forces that have driven” Amazon Web Services to propel the profitability of Amazon.com Inc (NASDAQ: AMZN) to new heights.\n\nAlso, Reuters reported that Nuevo Leon Governor provided more details about Tesla’s next Gigafactory in Mexico.']"
2023-09-13,"['Megacap growth stocks including Tesla (NASDAQ: ), Meta Platforms (NASDAQ: ), Microsoft (NASDAQ: ), and Amazon.com (NASDAQ: ) each saw gains of over 1%. On the other hand, Apple shares (NASDAQ: ) declined by 1.2%, marking a second consecutive day of losses after the tech giant unveiled new iPhones on Tuesday without altering their pricing.', 'Megacap growth stocks including Tesla (NASDAQ: ), Meta Platforms (NASDAQ: ), Microsoft (NASDAQ: ), and Amazon.com (NASDAQ: ) each recorded gains over 1%. However, Apple (NASDAQ: ) experienced a decrease of 1.2%, marking its second day of decline after it unveiled new iPhones on Tuesday without changing prices.', 'Megacap growth stocks Tesla, Meta Platforms , Microsoft and Amazon.com gained over 1% each.\n\nApple dipped 1.2%, down for a second day after unveiling new iPhones on Tuesday while leaving prices unchanged.\n\nThe S&P 500 climbed 5.54 points to end the session at 4,467.44 points.']"
2023-09-14,"['Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research', '., MSFT, +0.79% Amazon.com Inc. AMZN, -0.09% , Nvidia Corp. NVDA, +0.21% , Meta Platforms Inc. META, +2.18% , Tesla Inc. TSLA, +1.75% and Alphabet Inc. GOOGL, +1.02% GOOG, +1.08% — point to appetite for the fund over the past week after anemic demand over the first eight months of 2023.', 'Amazon.com Inc. just added a new board member with healthcare expertise, and that’s fueling optimism for its stock.\n\nThe company announced late Wednesday that Brad D. Smith, a former Intuit Inc. INTU, +1.33% chief executive and current Humana Inc. HUM, +0.04% director, would be joining Amazon’s AMZN, +0.62% board of directors.']"
2023-09-15,"['., Amazon.com Inc., Axway Software SA, Boomi LP, International Business Machines Corp., Kong Inc, Microsoft Corp., Oracle Corp., Salesforce.com Inc., SAP SE, Sensedia SA, Software AG, TIBCO Software Inc., Torry Harris Business Solutions, Workato, WSO2 Inc., Broadcom Inc., Postman Inc.', 'analysis North America, APAC, Europe, South America, and Middle East and Africa Performing market contribution North America at 26% Key countries US, China, Japan, Germany, and UK Competitive landscape Leading Vendors, Market Positioning of Vendors, Competitive Strategies, and Industry Risks Key companies profiled Akamai Technologies Inc., Alphabet Inc., Amazon.com', 'Inc., Axway Software SA, Boomi LP, International Business Machines Corp., Kong Inc, Microsoft Corp., Oracle Corp., Salesforce.com Inc., SAP SE, Sensedia SA, Software AG, TIBCO Software Inc., Torry Harris Business Solutions, Workato , WSO2 Inc., Broadcom Inc., and Postman Inc.', ""Meta Platforms (META), Microsoft (MSFT) and Amazon.com (AMZN) retreated from buy areas, though the charts don't look especially damaged.\n\nThe market rally is under pressure with choppy action. It's a dangerous time to be making new buys."", 'Companies have been accused of buying or strangling small rivals but has defended itself by emphasizing that its services are free, as in the case of Google, or inexpensive, as in the case of Amazon.com (NASDAQ: ).']"
2023-09-16,"['Some notable names in the list include Microsoft Corporation (NASDAQ:MSFT) and Amazon.com, Inc. (NASDAQ:AMZN).\n\nRobinhood Stocks with Biggest Upside\n\n11.', 'Like Microsoft Corporation (NASDAQ:MSFT) and Amazon.com, Inc. (NASDAQ:AMZN), VERB is one of the stocks with upside potential.\n\nNumber of Hedge Fund Holders: 4\n\nBusiness process automation company Exela Technologies, Inc. (NASDAQ:XELA) is one of the Robinhood stocks financial media believes has upside potential.', 'Like Microsoft Corporation (NASDAQ:MSFT) and Amazon.com, Inc. (NASDAQ:AMZN), SoundHound AI, Inc. (NASDAQ:SOUN) is gaining ground due to the AI boom.\n\nThe company’s management talked about SoundHound AI, Inc.', 'ByteDance-owned TikTok is boldly stepping onto the e-commerce battlefield this holiday season, taking on behemoths Amazon.com, Inc. AMZN and Walmart Inc. WMT with scorching discounts.', ""TikTok's E-commerce Blitz: Social Media Platform Targets Holiday Goldmine Against Amazon And Walmart - Amazon.com (NASDAQ:AMZN), Walmart (NYSE:WMT)"", 'Notably, Amazon.com, Inc (AMZN) is notably absent from SPUS holdings. Other high-profile names excluded from SPUS are The Walt Disney Co (DIS), Netflix, Inc (NFLX), Anheuser-Busch InBev SA/NV (BUD), RTX Corp (RTX), Carnival Cruise Line (CCL), and all financial services firms.']"
2023-09-17,"['Some notable names in the list include Amazon.com, Inc. (NASDAQ:AMZN), Meta Platforms, Inc. (NASDAQ:META) and Apple Inc. (NASDAQ:AAPL).\n\nNASDAQ Stocks with Biggest Upside\n\nNumber of Hedge Fund Holders: 15\n\nUpstart Holdings, Inc.', 'Like NVIDIA Corp (NASDAQ:NVDA), Amazon.com, Inc. (NASDAQ:AMZN), Meta Platforms, Inc. (NASDAQ:META) and Apple Inc. (NASDAQ:AAPL), UPST is one of the stocks with upside potential.\n\n9.', 'Like BNKG, NVIDIA Corp (NASDAQ:NVDA), Amazon.com, Inc. (NASDAQ:AMZN), Meta Platforms, Inc. (NASDAQ:META) and Apple Inc. (NASDAQ:AAPL) are some of the stocks with upside potential according to analysts. L1 Capital International Fund made the following comment about Booking Holdings Inc.']"
2023-09-18,"['Instacart also competes with Uber Eats and Amazon.com Inc.’s grocery delivery service that includes Whole Foods, and Walmart Inc.’s growing e-commerce capabilities.\n\n--With assistance from Katie Roof and Amy Or.\n\n(Updates with IPO totals in sixth paragraph)\n\nMost Read from Bloomberg Businessweek\n\n©2023 Bloomberg L.P.', 'Amazon.com Inc. is hiring Microsoft Corp.’s product chief to run the division responsible for the voice-activated Alexa assistant and Echo smart speakers, according to people familiar with the situation.', 'The stock demonstrated a mixed performance when compared to some of its competitors Monday, as Amazon.com Inc. AMZN, -0.29% fell 0.29% to $139.98, Target Corp. TGT, -3.02% fell 3.02% to $119.34, and TJX Cos. TJX, -0.54% fell 0.54% to $91.94.\n\nTrading volume (2.0 M) remained 290,238 below its 50-day average volume of 2.3 M.']"
2023-09-19,"['Amazon.com Inc. says it will hire 250,000 employees this holiday shopping season and boost average pay for logistics personnel to about $20.50 an hour as it seeks to recruit and retain workers amid a labor shortage.', '., Amazon.com Inc., Apple Inc., and Artificial Solutions taking the lead. Global organizations are heavily investing in research and development to improve the effectiveness and abilities of intelligent virtual assistants, consequently propelling growth across various market sectors.', 'The Intelligent Virtual Assistant market is a rapidly growing domain encompassing major companies like Alphabet Inc, Amazon.com Inc., Apple Inc., and Artificial Solutions.', '*Apple Inc (AAPL), Amazon.com Inc (AMZN), Microsoft Corp (MSFT), Alphabet Inc (GOOG) (GOOGL), Nvidia Corp (NVDA), Tesla Inc (TSLA), Meta Platforms Inc (META).']"
2023-09-20,"['Losses by the likes of Amazon.com, Apple, Alphabet and Microsoft dragged the tech-heavy Nasdaq Composite down by 1.5% on Wednesday after the Fed paused its program of rate rises but stressed further hikes were still possible. The S&P 500 fell 0.9% and the DJIA lost 0.2%. (stuart.condie@wsj.com)', 'Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research', ""REUTERS/Pascal Rossignol\n\nAMZN -1.70% Add to/Remove from Watchlist\n\n(Reuters) - Amazon.com (NASDAQ: ) is scrapping a plan to charge merchants who do not use the company's shipping services an additional fee, Bloomberg News reported on Wednesday, citing documents it had reviewed.""]"
2023-09-21,"['Interest rate-sensitive megacaps, led by Amazon.com, Nvidia Corp, Apple Inc and Alphabet Inc dragged the S&P 500 and the Nasdaq to their lowest closing levels since June.', 'Interest rate-sensitive megacaps, led by Amazon.com, Nvidia Corp, Apple Inc and Alphabet Inc dragged the S&P 500 and the Nasdaq to their lowest closing levels since June.\n\nOn Wednesday, at the conclusion of its two-day monetary policy meeting, the central bank left the Fed funds target rate unchanged at 5.25%-5.50%, as expected.', 'Megacap growth stocks, including Tesla, Meta Platforms, Microsoft, and Amazon.com, saw gains ranging from 1% to 2%. The S&P 500 consumer discretionary index grew by 1%, with Ford Motor’s shares rising 1.8% due to its plans to double production of its hybrid F-150 pickup truck in 2024.', 'Megacap growth stocks, such as Tesla, Meta Platforms, Microsoft, and Amazon.com, saw gains ranging from 1% to 2%.\n\nWhat is the current outlook for interest rates in September and November?\n\nAccording to the CME FedWatch Tool, there is a 97% chance that rates will remain steady in September and a 61% likelihood of a pause in November.']"
2023-09-22,"[""Companies like Amazon.com, Inc. (AMZN), Etsy, and Revolve, among others, have also noticed consumers opting for lower-cost products and placing a stronger emphasis on getting better value for their money.\n\nMoreover, Etsy's stock has performed poorly this year, down 43%, while QQQ and FDN have shown strong gains, respectively."", 'The stock outperformed some of its competitors Friday, as Amazon.com Inc. AMZN, -0.16% fell 0.16% to $129.12 and Walmart Inc. WMT, +0.27% rose 0.27% to $162.35.\n\nTrading volume (370,624) remained 494,901 below its 50-day average volume of 865,525.', 'Amazon.com (NASDAQ: ) makes its own server chips that compete with Ampere, and Google (NASDAQ: ) makes its own artificial intelligence processors.\n\nAmpere did not immediately return a request for comment.']"
2023-09-23,"['NEW YORK, Sept. 23, 2023 (GLOBE NEWSWIRE) --\n\niRobot Corporation (NASDAQ: IRBT)\n\nLifshitz Law PLLC announces an investigation into possible breach of fiduciary duties in connection with the sale of IRBT to Amazon.com, Inc. for $51.75 in cash per share of IRBT common stock owned.', 'The Seattle, Washington-based technology conglomerate Amazon.com, Inc. (NASDAQ:AMZN) also implemented a similar strategy of boosting its digital content platform through the acquisition of Metro-Goldwyn-Mayer (MGM) for $8.50 billion in May 2021.', 'The Seattle, Washington-based technology conglomerate Amazon.com, Inc. (NASDAQ:AMZN) also implemented a similar strategy of boosting its digital content platform through the acquisition of Metro-Goldwyn-Mayer (MGM) for $8.50 billion in May 2021.']"
2023-09-24,"['The growth of the two industries indicates the potential the information technology sector holds for the future and explains why large companies like Amazon.com, Inc. (NASDAQ:AMZN) invested in offering cloud-based services years ago. On June 26, Amazon.com, Inc.', '(NASDAQ:AMZN) announced that the company set aside $7.8 billion to invest in the expansion of data centers in Ohio by 2030. Amazon.com, Inc. (NASDAQ:AMZN) has created 3,500 jobs in Ohio since 2015 and added $2.2 billion to the local gross domestic product in Ohio between the years 2015 to 2022.', '(AAPL), Microsoft Corporation (MSFT), Amazon.com, Inc. (AMZN), NVIDIA Corp (NVDA) Alphabet Inc. (GOOGL), Tesla Inc (TSLA), and Meta Platforms Inc (META) - all are among the top 20 holdings of Principal U.S. Mega-Cap ETF.', 'This, say analysts, has put the fast-fashion e-tailer at a competitive disadvantage to bigger rivals such as Target, Walmart (NYSE: ) and Amazon.com (NASDAQ: ), particularly during the holiday shopping season.']"
2023-09-25,"['NEW YORK: Wall Street’s main indices posted gains on Monday (Sept 25), with increases in Amazon.com shares and the energy sector, as Treasury yields rose further and investors looked to economic data and Federal Reserve (Fed) policymakers’ remarks later in the week for clarity on the path for interest rates.', 'In company news, Amazon.com shares rose 1.7% after the e-commerce giant said it will invest up to US$4 billion (RM18.7 billion) in startup Anthropic to compete with growing cloud rivals in artificial intelligence. – Reuters', '(NASDAQ:AAPL), Microsoft Corporation (NASDAQ:MSFT), and Amazon.com, Inc. (NASDAQ:AMZN), which represent nearly 80% of the US equity market. Meanwhile, SPDR Portfolio S&P 1500 Composite Stock Market ETF (NYSEARCA:SPTM) tracks the S&P Composite 1500 index that covers 90% of the US equity markets.', '(NASDAQ:AAPL), Microsoft Corporation (NASDAQ:MSFT), and Amazon.com, Inc. (NASDAQ:AMZN) are the top three holdings of the ETF with a combined weightage of 14.66% of total assets.\n\nHere’s what Diamond Hill Capital said about Amazon.com, Inc.', '(NASDAQ:AMZN) in its Q2 2023 investor letter:\n\n“Among our top contributors were insurance company American International Group (AIG), auto retailer CarMax and global online retailer Amazon.com, Inc. (NASDAQ:AMZN). Amazon’s management team has been working to improve retail profitability, and Q1 results showed progress.', '(NASDAQ:AAPL), Microsoft Corporation (NASDAQ:MSFT), and Amazon.com, Inc. (NASDAQ:AMZN), which represent nearly 80% of the US equity market. Meanwhile, SPDR Portfolio S&P 1500 Composite Stock Market ETF (NYSEARCA:SPTM) tracks the S&P Composite 1500 index that covers 90% of the US equity markets.', '(NASDAQ:AAPL), Microsoft Corporation (NASDAQ:MSFT), and Amazon.com, Inc. (NASDAQ:AMZN) are the top three holdings of the ETF with a combined weightage of 14.66% of total assets.\n\nHere’s what Diamond Hill Capital said about Amazon.com, Inc.', '(NASDAQ:AMZN) in its Q2 2023 investor letter:\n\n“Among our top contributors were insurance company American International Group (AIG), auto retailer CarMax and global online retailer Amazon.com, Inc. (NASDAQ:AMZN). Amazon’s management team has been working to improve retail profitability, and Q1 results showed progress.']"
2023-09-26,"['US sinks on bond yields: Amazon.com, Inc. (NASDAQ: AMZN) hit by anti-trust claims\n\nUS benchmarks continued to face selling pressure as the 10 year bond yield remains fixed at more than a decade high above 4.5%.', 'The selloff comes after a day of respite but remains widespread, led by e-commerce giant Amazon.com, Inc. (NASDAQ: AMZN) which fell 4% after receiving news of a legal case alleging monopolistic behaviour.\n\nAmazon.com, Inc.', '(NASDAQ: AMZN)\n\nJPMorgan Chase & Co (NYSE: JPM) CEO Jamie Dimon, suggested the market is not ready for interest rates that could move past 7% and would have a significant impact on the economy and markets. Consumer confidence continues to wane, while a shortage of property has boosted house prices in July by close to 1%.', 'Amazon.com shares dropped 4% as the US Federal Trade Commission filed a long awaited antitrust lawsuit against the online retailer.\n\nInvestors are focused on Friday’s personal consumption expenditures price index for a fresh view of the inflation picture.', 'REUTERS/Mike Segar/File Photo 2/2\n\nAMZN -4.03% Add to/Remove from Watchlist\n\nBy Arriana McLymore\n\nRALEIGH, North Carolina (Reuters) - Merchants who sell on Amazon.com (NASDAQ: ) want the online retailer to cut back on fees while some also worry the U.S.']"
2023-09-27,"['Federal Trade Commission filed a lawsuit against Amazon.com (NASDAQ: ) that accused the online retail giant of overcharging customers and independent sellers on its platforms as the $1 trillion company sought to illegally maintain monopoly power.', 'An Amazon blog described it as ""a system used to monitor spikes or trends on Amazon.com.""', ""FinkAvenue\n\nAmazon.com, Inc. (NASDAQ:AMZN) stock has faced a rather quick reversal in its fortunes. A little less than two weeks ago, the stock reached its 52-week high of $145.86 and has sharply reversed since then, first due to the general market weakness and next, the Federal Trade Commission's [FTC] antitrust case."", 'For example, the one below caught my attention as it alleges that Amazon.com has not only been doing the alleged illegal practices for long but also that each tactic reinforces itself in a cycle, which I interpret as a hit on the Amazon ecosystem.', ""AMZN EPS Revision (Seekingalpha.com)\n\nCould the FTC Accelerate An AWS Spin-Off: I've written in a few of my articles that Amazon Web Services [AWS] being spun-off remains an enticing possibility for me to stay invested in the present-day Amazon.com, Inc."", 'AMZN RSI (stockrsi.com)\n\nPrice Target: Lastly, I fully expect the Amazon.com ""fanboy"" analysts to show up any time now and defend the stock. This may not move the needle immediately given the overall market conditions, but the fact remains that Amazon\'s stock is a market darling.', 'Amazon: 9 Reasons I Am Buying The FTC Pullback (NASDAQ:AMZN)', 'Presently, FitLife estimates that third parties are selling approximately $5 million annually of MusclePharm’s products on Amazon.com despite limited availability of the products.']"
2023-09-28,"['Amazon.com, Inc. (NASDAQ:AMZN) is one such example and is a leading name in the global e-commerce industry. The technology company offers more than just an e-commerce platform to businesses. It also offers cloud-based services, streaming services, and a comprehensive marketplace to shoppers.', 'Amazon.com, Inc. (NASDAQ:AMZN) has made quite some progress in technological innovation this year. The company recently introduced a queueless technology in its brick-and-mortar stores, allowing people to pick products and walk out of the store by simply scanning their debit or credit card at the exit.', ""Amazon.com, Inc. (NASDAQ:AMZN) boasts global success, and it is not a hyperbole to say that the company's investment in technology plays a major role. However, challenges from primary competitors exist.\n\nProminent Names in the E-commerce Industry\n\nShopify Inc. (NYSE:SHOP) is a leading global e-commerce platform."", '(NASDAQ:ETSY), Amazon.com, Inc. (NASDAQ:AMZN), and Shopify Inc. (NYSE:SHOP) are among the leading e-commerce platforms in the world.\n\n39. Stanley IceFlow Stainless Steel Tumbler with Straw\n\nGlobal Ratings as of September 27, 2023: 517\n\nCustomer Star Rating: 4.6\n\nThe Stanley stainless steel water bottle with a straw is listed for $35 on Amazon.', '(NASDAQ:ETSY), Amazon.com, Inc. (NASDAQ:AMZN), and Shopify Inc. (NYSE:SHOP) persistently innovate to make the e-commerce experience great for sellers and shoppers alike.\n\nClick to continue reading and see 10 Best Selling Items on Amazon Right Now.\n\nSuggested articles:\n\nDisclosure.', ""Its major competitors include Amazon Handmade by Amazon.com, Inc. (NASDAQ:AMZN) and eBay Inc. (NASDAQ:EBAY).\n\nThe above e-commerce market players continue to offer incentives for sellers to maintain their brand name by competing against each other. Let's take a look at some of these competitive moves by Etsy, Inc. (NASDAQ:ETSY), Amazon.com, Inc."", '(NASDAQ:AMZN), and eBay Inc. (NASDAQ:EBAY).\n\nOn September 26, Etsy, Inc. (NASDAQ:ETSY) announced to increase Etsy Purchase Protection for sellers by covering refunds on qualifying orders up to $500.', 'Amazon Handmade by Amazon.com, Inc. (NASDAQ:AMZN) offers close competition to Etsy as it gives artisans an opportunity to sell their unique, handcrafted supplies and tap into the extensive Amazon user base. For registered sellers who are approved to join Amazon Handmade, the professional monthly selling fee of $39.99 is waived by the platform.', ""Craft sellers have the option to use Amazon.com, Inc.'s (NASDAQ:AMZN) FBA program, which allows them to store their products in Amazon's fulfillment centers.\n\nOn June 29, Amazon.com, Inc."", '(NASDAQ:AMZN) reported that US FBA will be implementing low FBA rates for all items priced under $10 to facilitate sellers selling cheap products to deliver at a standard high speed rather than previously charging a low FBA fee only for small, low priced and light products which were being delivered at slow rates.', 'The global e-commerce market is highly competitive with major players such as Amazon.com, Inc. (NASDAQ:AMZN), eBay Inc. (NASDAQ:EBAY) and Etsy, Inc. (NASDAQ:ETSY) competing for market shares.\n\n34.', 'The rise of e-commerce has created ample opportunities for global marketplaces including Amazon.com, Inc (NASDAQ:AMZN), eBay Inc. (NASDAQ:EBAY) and Etsy, Inc. (NASDAQ:ETSY).\n\n26. Shrimp Crochet Pattern | Amigurumi PDF\n\nProduct Reviews: 649\n\nShop Reviews: 1,971\n\nThis crochet pattern is also available for digital download.', 'Its major competitors include Amazon Handmade by Amazon.com, Inc. (NASDAQ:AMZN) and eBay Inc. (NASDAQ:EBAY).\n\nThe above e-commerce market players continue to offer incentives for sellers to maintain their brand name by competing against each other. Let’s take a look at some of these competitive moves by Etsy, Inc. (NASDAQ:ETSY), Amazon.com, Inc.', '(NASDAQ:AMZN), and eBay Inc. (NASDAQ:EBAY).\n\nOn September 26, Etsy, Inc. (NASDAQ:ETSY) announced to increase Etsy Purchase Protection for sellers by covering refunds on qualifying orders up to $500.', 'Amazon Handmade by Amazon.com, Inc. (NASDAQ:AMZN) offers close competition to Etsy as it gives artisans an opportunity to sell their unique, handcrafted supplies and tap into the extensive Amazon user base. For registered sellers who are approved to join Amazon Handmade, the professional monthly selling fee of $39.99 is waived by the platform.', 'Craft sellers have the option to use Amazon.com, Inc.’s (NASDAQ:AMZN) FBA program, which allows them to store their products in Amazon’s fulfillment centers.\n\nOn June 29, Amazon.com, Inc.', '(NASDAQ:AMZN) reported that US FBA will be implementing low FBA rates for all items priced under $10 to facilitate sellers selling cheap products to deliver at a standard high speed rather than previously charging a low FBA fee only for small, low priced and light products which were being delivered at slow rates.', 'The global e-commerce market is highly competitive with major players such as Amazon.com, Inc. (NASDAQ:AMZN), eBay Inc. (NASDAQ:EBAY) and Etsy, Inc. (NASDAQ:ETSY) competing for market shares.\n\n34.', 'The rise of e-commerce has created ample opportunities for global marketplaces including Amazon.com, Inc (NASDAQ:AMZN), eBay Inc. (NASDAQ:EBAY) and Etsy, Inc. (NASDAQ:ETSY).\n\n26. Shrimp Crochet Pattern | Amigurumi PDF\n\nProduct Reviews: 649\n\nShop Reviews: 1,971\n\nThis crochet pattern is also available for digital download.']"
2023-09-29,"['The stock outperformed some of its competitors Friday, as Amazon.com Inc. AMZN, +0.90% rose 0.90% to $127.12 and Walmart Inc. WMT, -1.61% fell 1.61% to $159.93.\n\nTrading volume (660,765) remained 167,792 below its 50-day average volume of 828,557.', 'In the FVS segment, Amazon.com, Inc. (AMZN) accounted for 15% of sales in 2022 while Newmar, an RV manufacturer, accounted for 10.5% of the SV sales in 2022.', 'GOOG, -0.96% GOOGL, -1.10% , Amazon.com Inc. AMZN, +0.90% , Nvidia Corp. NVDA, +0.95% , Tesla Inc. TSLA, +1.56% and Meta Platforms Inc. META, -1.23% — could perhaps better be known as the “messy seven” after a third-quarter performance that was far less correlated with the S&P 500 SPX than what was seen in the second quarter.']"
